review,aspect,sentiment
Excellent black tea *thumbs up*,DRINKS#QUALITY,positive
Thank heaven for 7-eleven.,RESTAURANT#GENERAL,positive
And aren't the managers and staff amazing :).,SERVICE#GENERAL,positive
And aren't the managers and staff amazing :).,SERVICE#GENERAL,positive
Order for their pancakes.,FOOD#QUALITY,positive
Forget about the rest in the menu *yawn*,FOOD#QUALITY,negative
Come here for the chicken shwarma.,FOOD#QUALITY,positive
Were a lot of noodles and just 5 little shrimps :/ Went out completely hungry.,FOOD#STYLE_OPTIONS,negative
Were a lot of noodles and just 5 little shrimps :/ Went out completely hungry.,FOOD#STYLE_OPTIONS,negative
"Good food, drinks, entertainment, & prices!!!",FOOD#QUALITY,positive
"Good food, drinks, entertainment, & prices!!!",DRINKS#QUALITY,positive
"Good food, drinks, entertainment, & prices!!!",AMBIENCE#GENERAL,positive
"Good food, drinks, entertainment, & prices!!!",RESTAURANT#PRICES,positive
